project_type,discovery_path,remediation_actions,repair_lag_days,clean_body_len
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,4,1485
Traditional,Silent_Commit,Standard_Fix,2,39
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,1550
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,1439
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,4,936
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,4,4653
Traditional,Silent_Commit,Config_Hardening,3,2184
Traditional,Silent_Commit,Config_Hardening|Semantic_Alignment|Defensive_Doc,33,2474
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,2037
Traditional,Internal_Audit,Logic_Patching|Config_Hardening|Defensive_Doc,0,2342
Traditional,Silent_Commit,Config_Hardening|Semantic_Alignment|Defensive_Doc,0,680
Traditional,Silent_Commit,Logic_Patching,2,1176
AI-Agent,Silent_Commit,Config_Hardening|Semantic_Alignment|Defensive_Doc,0,612
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,1,1689
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,936
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,9,1135
AI-Agent,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,1058
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,1024
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,30660
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,6854
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,6851
AI-Agent,Silent_Commit,Config_Hardening|Defensive_Doc,0,3174
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,86,1473
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,4641
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,3,761
Traditional,Silent_Commit,Config_Hardening,8,2518
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,10,888
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,7,30414
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,6850
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,365,936
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,1474
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,640
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,7817
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,13,1231
Traditional,Silent_Commit,Logic_Patching|Defensive_Doc,1,2025
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,3184
Traditional,Silent_Commit,Logic_Patching,0,1201
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,30603
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,1218
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,7873
Traditional,Silent_Commit,Logic_Patching|Semantic_Alignment|Defensive_Doc,61,1260
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,936
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,30623
Traditional,Silent_Commit,Config_Hardening,0,2116
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,1188
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,33766
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,3908
Traditional,Silent_Commit,Logic_Patching|Semantic_Alignment|Defensive_Doc,0,778
Traditional,Silent_Commit,Logic_Patching|Config_Hardening,0,2424
AI-Agent,Silent_Commit,Standard_Fix,0,0
Traditional,Silent_Commit,Logic_Patching,3,824
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,591,1751
AI-Agent,Internal_Audit,Logic_Patching|Config_Hardening|Defensive_Doc,0,2049
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,15,1089
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,6,30508
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,40,926
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,1514
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,4,754
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,1,1259
AI-Agent,Internal_Audit,Logic_Patching|Config_Hardening|Defensive_Doc,0,1911
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,1,936
Traditional,Internal_Audit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,2881
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,1132
Traditional,Silent_Commit,Config_Hardening,7,2105
Traditional,Silent_Commit,Logic_Patching|Defensive_Doc,101,1222
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,1509
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,2719
Traditional,Silent_Commit,Logic_Patching|Semantic_Alignment|Defensive_Doc,0,2968
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,23704
Traditional,Silent_Commit,Config_Hardening|Semantic_Alignment|Defensive_Doc,0,623
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,936
Traditional,Internal_Audit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,2,2946
Traditional,Silent_Commit,Logic_Patching|Defensive_Doc,0,3056
Traditional,Silent_Commit,Logic_Patching|Semantic_Alignment|Defensive_Doc,5,452
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,90,1122
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,1058
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,69,1865
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,18,936
Traditional,Internal_Audit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,4051
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,1796
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,4821
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,1,1050
Traditional,Silent_Commit,Semantic_Alignment|Defensive_Doc,0,455
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,61,1333
AI-Agent,Silent_Commit,Config_Hardening|Semantic_Alignment|Defensive_Doc,6,832
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,2,1142
Traditional,Internal_Audit,Standard_Fix,5,735
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,3678
Traditional,Silent_Commit,Config_Hardening|Semantic_Alignment|Defensive_Doc,0,467
Traditional,Silent_Commit,Config_Hardening,72,2092
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,5,1204
AI-Agent,Silent_Commit,Config_Hardening,8,2167
Traditional,Internal_Audit,Logic_Patching|Config_Hardening|Defensive_Doc,0,4551
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,936
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,1159
Traditional,Internal_Audit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,3,3018
Traditional,Silent_Commit,Semantic_Alignment|Defensive_Doc,0,507
Traditional,Silent_Commit,Config_Hardening,117,658
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,20,2528
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,1,1238
Traditional,Silent_Commit,Standard_Fix,0,11
Traditional,Silent_Commit,Config_Hardening|Semantic_Alignment|Defensive_Doc,0,611
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,2386
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,6505
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,7066
AI-Agent,Internal_Audit,Logic_Patching|Config_Hardening|Defensive_Doc,0,1999
Traditional,Silent_Commit,Logic_Patching|Config_Hardening,3,2914
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,5,1008
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,1058
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,215,2080
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,936
AI-Agent,Internal_Audit,Config_Hardening,1,749
Traditional,Silent_Commit,Semantic_Alignment|Defensive_Doc,0,289
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,1,3584
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,936
Traditional,Silent_Commit,Standard_Fix,2,1109
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,17,957
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,936
Traditional,Internal_Audit,Defensive_Doc,29,890
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,936
Traditional,Silent_Commit,Logic_Patching|Semantic_Alignment|Defensive_Doc,141,745
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,21,888
Traditional,Silent_Commit,Defensive_Doc,0,3802
AI-Agent,Silent_Commit,Semantic_Alignment|Defensive_Doc,12,494
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,6448
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,6447
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,6451
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,1,6192
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,2,936
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,10,1041
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,14,1201
Traditional,Silent_Commit,Defensive_Doc,2,4567
Traditional,Silent_Commit,Defensive_Doc,2,2321
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,1144
Traditional,Silent_Commit,Defensive_Doc,1,4570
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,29,2243
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,19,1135
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,15,1911
Traditional,Internal_Audit,Logic_Patching|Config_Hardening|Defensive_Doc,0,1608
Traditional,Silent_Commit,Logic_Patching|Defensive_Doc,1,1164
Traditional,Internal_Audit,Logic_Patching|Config_Hardening|Defensive_Doc,9,858
Traditional,Silent_Commit,Config_Hardening,0,2667
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,909
Traditional,Silent_Commit,Config_Hardening,4,2359
Traditional,Internal_Audit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,4073
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,668
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,3,1635
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,29681
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,1490
Traditional,Silent_Commit,Semantic_Alignment|Defensive_Doc,0,436
Traditional,Silent_Commit,Defensive_Doc,0,4480
Traditional,Silent_Commit,Config_Hardening,13,2307
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,1928
Traditional,Silent_Commit,Logic_Patching|Defensive_Doc,0,3463
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,850
AI-Agent,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,28,1061
Traditional,Silent_Commit,Config_Hardening|Semantic_Alignment|Defensive_Doc,0,5521
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,1015
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,7609
AI-Agent,Internal_Audit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,5674
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,11,1046
Traditional,Internal_Audit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,4398
Traditional,Internal_Audit,Logic_Patching|Config_Hardening|Defensive_Doc,0,2751
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,16,2430
Traditional,Silent_Commit,Config_Hardening|Semantic_Alignment|Defensive_Doc,0,777
Traditional,Silent_Commit,Logic_Patching|Semantic_Alignment|Defensive_Doc,0,1164
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,4487
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,55,1451
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,4839
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,4840
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,2906
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,4843
Traditional,Silent_Commit,Logic_Patching|Defensive_Doc,0,2957
Traditional,Internal_Audit,Logic_Patching|Config_Hardening|Defensive_Doc,0,5053
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,6682
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,4,1112
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,1463
Traditional,Silent_Commit,Logic_Patching|Defensive_Doc,0,2515
Traditional,Silent_Commit,Logic_Patching,2,0
Traditional,Silent_Commit,Logic_Patching,1,57
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,28,990
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,15,1439
Traditional,Silent_Commit,Config_Hardening,1,2175
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,1160
Traditional,Silent_Commit,Logic_Patching|Semantic_Alignment|Defensive_Doc,0,1089
Traditional,Silent_Commit,Logic_Patching|Semantic_Alignment|Defensive_Doc,0,1336
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,6800
Traditional,Silent_Commit,Config_Hardening,1,2300
Traditional,Internal_Audit,Logic_Patching|Config_Hardening|Defensive_Doc,0,2257
Traditional,Silent_Commit,Logic_Patching|Semantic_Alignment|Defensive_Doc,2,835
Traditional,Silent_Commit,Defensive_Doc,0,2201
Traditional,Internal_Audit,Logic_Patching|Config_Hardening|Defensive_Doc,0,4150
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,10,2465
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,1202
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,21,1173
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,1,1201
Traditional,Silent_Commit,Defensive_Doc,0,2387
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,1,796
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,3,987
AI-Agent,Silent_Commit,Config_Hardening|Defensive_Doc,3,1458
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,1632
AI-Agent,Silent_Commit,Config_Hardening,0,2104
Traditional,Silent_Commit,Defensive_Doc,0,2391
Traditional,Silent_Commit,Defensive_Doc,45,1027
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,2,939
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,7239
Traditional,Silent_Commit,Config_Hardening,2,2114
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,2,1012
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,953
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,839
Traditional,Silent_Commit,Config_Hardening|Semantic_Alignment|Defensive_Doc,0,2440
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,1,1917
Traditional,Silent_Commit,Logic_Patching|Defensive_Doc,0,2601
Traditional,Silent_Commit,Defensive_Doc,0,1209
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,3,1058
Traditional,Internal_Audit,Logic_Patching|Config_Hardening|Defensive_Doc,0,6172
Traditional,Silent_Commit,Config_Hardening|Semantic_Alignment|Defensive_Doc,0,736
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,3,1013
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,52,1303
Traditional,Silent_Commit,Config_Hardening,24,2121
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,1,1031
Traditional,Silent_Commit,Config_Hardening,0,6107
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,834
Traditional,Silent_Commit,Logic_Patching|Config_Hardening,3,2189
Traditional,Silent_Commit,Config_Hardening,0,2104
Traditional,Silent_Commit,Defensive_Doc,0,1217
AI-Agent,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,6,1099
Traditional,Silent_Commit,Logic_Patching|Defensive_Doc,1,1088
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,4,13542
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,1,1175
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,974
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,3,953
Traditional,Internal_Audit,Config_Hardening|Defensive_Doc,0,1594
AI-Agent,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,1058
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,2,877
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,860
AI-Agent,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,7548
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,1,1027
AI-Agent,Internal_Audit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,2330
Traditional,Silent_Commit,Logic_Patching|Config_Hardening,9,2098
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,936
Traditional,Internal_Audit,Logic_Patching|Config_Hardening|Defensive_Doc,4,2355
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,6286
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,1268
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,2,27985
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,3606
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,7,2318
Traditional,Silent_Commit,Logic_Patching|Config_Hardening,10,253
AI-Agent,Silent_Commit,Logic_Patching|Config_Hardening,0,2734
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,41,1142
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,917
Traditional,Silent_Commit,Config_Hardening,0,2103
Traditional,Silent_Commit,Config_Hardening,0,2103
AI-Agent,Silent_Commit,Config_Hardening,3,2208
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,6,995
Traditional,Silent_Commit,Logic_Patching|Defensive_Doc,0,659
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,4,1708
AI-Agent,Silent_Commit,Config_Hardening,7,2145
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,7,936
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,11,2134
AI-Agent,Internal_Audit,Logic_Patching|Config_Hardening|Defensive_Doc,1,8035
Traditional,Silent_Commit,Config_Hardening,0,2200
Traditional,Silent_Commit,Logic_Patching|Config_Hardening,2,3799
AI-Agent,Silent_Commit,Logic_Patching|Semantic_Alignment|Defensive_Doc,25,1298
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,3634
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,91,999
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,5588
Traditional,Silent_Commit,Config_Hardening,19,2111
Traditional,Silent_Commit,Config_Hardening,2,325
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,1,6999
Traditional,Silent_Commit,Defensive_Doc,0,2323
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,3,1232
Traditional,Silent_Commit,Config_Hardening,1,2271
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,5738
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,48,1149
AI-Agent,Internal_Audit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,31126
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,160,1411
Traditional,Official_Advisory,Logic_Patching|Config_Hardening|Defensive_Doc,351,30641
Traditional,Official_Advisory,Logic_Patching|Config_Hardening|Defensive_Doc,351,30959
Traditional,Official_Advisory,Logic_Patching|Config_Hardening|Defensive_Doc,351,30931
Traditional,Official_Advisory,Logic_Patching|Config_Hardening|Defensive_Doc,351,30641
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,2,746
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,4177
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,7003
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,5,45785
Traditional,Silent_Commit,Standard_Fix,294,311
Traditional,Internal_Audit,Logic_Patching|Config_Hardening|Defensive_Doc,0,5971
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,4,1147
AI-Agent,Internal_Audit,Logic_Patching|Config_Hardening|Defensive_Doc,1,8031
Traditional,Internal_Audit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,6,1728
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,7000
Traditional,Silent_Commit,Standard_Fix,0,7
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,111,1057
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,1129
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,85,1303
Traditional,Silent_Commit,Config_Hardening|Semantic_Alignment|Defensive_Doc,0,2795
Traditional,Silent_Commit,Config_Hardening|Semantic_Alignment|Defensive_Doc,0,2904
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,1058
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,4207
Traditional,Internal_Audit,Defensive_Doc,0,2373
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,1,936
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,1251
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,34,4446
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,886
Traditional,Silent_Commit,Config_Hardening|Semantic_Alignment|Defensive_Doc,0,3219
Traditional,Internal_Audit,Defensive_Doc,2,1966
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,2,4697
Traditional,Silent_Commit,Config_Hardening,1,3100
Traditional,Internal_Audit,Config_Hardening|Defensive_Doc,0,1692
AI-Agent,Silent_Commit,Config_Hardening|Defensive_Doc,0,819
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,6,1678
Traditional,Silent_Commit,Standard_Fix,0,0
Traditional,Silent_Commit,Defensive_Doc,4,815
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,5858
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,3,1630
Traditional,Official_Advisory,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,23,43009
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,3,1162
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,5855
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,2099
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,90,2289
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,1978
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,964
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,5,1219
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,1614
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,12,2364
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,60,1069
